,Year,Team Name,Team Abbreviation,Games Played,Points,Blocks,Field Goal Percent,Rank
441,2013,Washington Wizards,WAS,82,7644,376,0.435,28
442,2013,Chicago Bulls,CHI,82,7641,417,0.437,29
443,2013,Philadelphia 76ers,PHI,82,7640,384,0.444,30
444,2014,Los Angeles Clippers,LAC,82,8850,397,0.474,1
445,2014,Houston Rockets,HOU,82,8829,461,0.472,2
446,2014,Minnesota Timberwolves,MIN,82,8768,297,0.444,3
447,2014,Portland Trail Blazers,POR,82,8753,387,0.45,4
448,2014,Oklahoma City Thunder,OKC,82,8705,501,0.471,5
449,2014,San Antonio Spurs,SAS,82,8639,420,0.486,6
450,2014,Phoenix Suns,PHO,82,8629,374,0.463,7
451,2014,Dallas Mavericks,DAL,82,8597,356,0.474,8
452,2014,Denver Nuggets,DEN,82,8559,459,0.447,9
453,2014,Golden State Warriors,GSW,82,8549,407,0.462,10
454,2014,Los Angeles Lakers,LAL,82,8442,446,0.45,11
455,2014,Miami Heat,MIA,82,8380,367,0.501,12
456,2014,Toronto Raptors,TOR,82,8305,343,0.445,13
457,2014,Detroit Pistons,DET,82,8286,395,0.447,14
458,2014,Atlanta Hawks,ATL,82,8282,326,0.458,15
459,2014,Washington Wizards,WAS,82,8254,377,0.459,16
460,2014,Sacramento Kings,SAC,82,8241,318,0.447,17
461,2014,New Orleans Pelicans,NOP,82,8177,523,0.459,18
462,2014,Philadelphia 76ers,PHI,82,8155,330,0.435,19
463,2014,New York Knicks,NYK,82,8084,367,0.449,20
464,2014,Brooklyn Nets,BRK,82,8079,311,0.459,21
465,2014,Cleveland Cavaliers,CLE,82,8054,304,0.437,22
466,2014,Charlotte Bobcats,CHA,82,7942,421,0.442,23
467,2014,Indiana Pacers,IND,82,7933,446,0.449,24
468,2014,Orlando Magic,ORL,82,7914,350,0.445,25
469,2014,Boston Celtics,BOS,82,7892,343,0.435,26
470,2014,Memphis Grizzlies,MEM,82,7884,375,0.464,27
471,2014,Milwaukee Bucks,MIL,82,7829,403,0.438,28
472,2014,Utah Jazz,UTA,82,7791,366,0.444,29
473,2014,Chicago Bulls,CHI,82,7680,424,0.432,30
474,2015,Golden State Warriors,GSW,82,9016,496,0.478,1
475,2015,Los Angeles Clippers,LAC,82,8751,409,0.473,2
476,2015,Dallas Mavericks,DAL,82,8628,371,0.463,3
477,2015,Toronto Raptors,TOR,82,8527,357,0.455,4
478,2015,Oklahoma City Thunder,OKC,82,8524,454,0.447,5
479,2015,Houston Rockets,HOU,82,8522,407,0.444,6
480,2015,San Antonio Spurs,SAS,82,8461,444,0.468,7
481,2015,Cleveland Cavaliers,CLE,82,8457,340,0.458,8
482,2015,Portland Trail Blazers,POR,82,8429,372,0.45,9
483,2015,Atlanta Hawks,ATL,82,8409,380,0.466,10
484,2015,Phoenix Suns,PHO,82,8397,385,0.452,11
485,2015,Denver Nuggets,DEN,82,8320,367,0.433,12
486,2015,Boston Celtics,BOS,82,8312,294,0.443,13
487,2015,Sacramento Kings,SAC,82,8310,324,0.455,14
488,2015,Chicago Bulls,CHI,82,8265,476,0.442,15
489,2015,New Orleans Pelicans,NOP,82,8147,510,0.457,16
490,2015,Washington Wizards,WAS,82,8080,378,0.462,17
491,2015,Detroit Pistons,DET,82,8077,383,0.432,18
492,2015,Los Angeles Lakers,LAL,82,8073,366,0.435,19
493,2015,Memphis Grizzlies,MEM,82,8062,347,0.458,20
494,2015,Brooklyn Nets,BRK,82,8038,340,0.451,21
495,2015,Milwaukee Bucks,MIL,82,8023,403,0.459,22
496,2015,Minnesota Timberwolves,MIN,82,8016,327,0.438,23
497,2015,Indiana Pacers,IND,82,7981,375,0.439,24
498,2015,Orlando Magic,ORL,82,7847,314,0.453,25
499,2015,Utah Jazz,UTA,82,7801,489,0.447,26
500,2015,Miami Heat,MIA,82,7764,372,0.456,27
501,2015,Charlotte Hornets,CHO,82,7721,448,0.42,28
502,2015,Philadelphia 76ers,PHI,82,7542,487,0.408,29
503,2015,New York Knicks,NYK,82,7535,382,0.428,30
504,2016,Golden State Warriors,GSW,82,9421,498,0.487,1
505,2016,Oklahoma City Thunder,OKC,82,9038,487,0.476,2
506,2016,Sacramento Kings,SAC,82,8740,368,0.464,3
507,2016,Houston Rockets,HOU,82,8737,430,0.452,4
508,2016,Boston Celtics,BOS,82,8669,348,0.439,5
509,2016,Portland Trail Blazers,POR,82,8622,380,0.45,6
510,2016,Los Angeles Clippers,LAC,82,8569,460,0.465,7
511,2016,Cleveland Cavaliers,CLE,82,8555,317,0.46,8
512,2016,Washington Wizards,WAS,82,8534,323,0.46,9
513,2016,San Antonio Spurs,SAS,82,8490,485,0.484,10
514,2016,Charlotte Hornets,CHO,82,8479,438,0.439,11
515,2016,Atlanta Hawks,ATL,82,8433,486,0.458,12
516,2016,New Orleans Pelicans,NOP,82,8423,342,0.448,13
517,2016,Toronto Raptors,TOR,82,8422,449,0.451,14
518,2016,Minnesota Timberwolves,MIN,82,8398,375,0.464,15
519,2016,Dallas Mavericks,DAL,82,8388,306,0.444,16
520,2016,Indiana Pacers,IND,82,8377,391,0.45,17
521,2016,Orlando Magic,ORL,82,8369,417,0.455,18
522,2016,Detroit Pistons,DET,82,8361,304,0.439,19
523,2016,Denver Nuggets,DEN,82,8355,395,0.442,20
524,2016,Chicago Bulls,CHI,82,8335,470,0.441,21
525,2016,Phoenix Suns,PHO,82,8271,313,0.435,22
526,2016,Miami Heat,MIA,82,8204,531,0.47,23
527,2016,Memphis Grizzlies,MEM,82,8126,350,0.44,24
528,2016,Milwaukee Bucks,MIL,82,8122,475,0.467,25
529,2016,Brooklyn Nets,BRK,82,8089,332,0.453,26
530,2016,New York Knicks,NYK,82,8065,466,0.439,27
531,2016,Utah Jazz,UTA,82,8010,425,0.449,28
532,2016,Philadelphia 76ers,PHI,82,7988,495,0.431,29
533,2016,Los Angeles Lakers,LAL,82,7982,337,0.414,30
534,2017,Golden State Warriors,GSW,82,9503,555,0.495,1
535,2017,Houston Rockets,HOU,82,9458,352,0.462,2
536,2017,Denver Nuggets,DEN,82,9161,323,0.469,3
537,2017,Cleveland Cavaliers,CLE,82,9048,327,0.47,4
538,2017,Washington Wizards,WAS,82,8953,336,0.475,5
539,2017,Los Angeles Clippers,LAC,82,8911,347,0.475,6
540,2017,Boston Celtics,BOS,82,8857,340,0.454,7
541,2017,Portland Trail Blazers,POR,82,8851,408,0.459,8
542,2017,Phoenix Suns,PHO,82,8831,399,0.45,9
543,2017,Toronto Raptors,TOR,82,8762,400,0.464,10
544,2017,Oklahoma City Thunder,OKC,82,8741,408,0.452,11
545,2017,Brooklyn Nets,BRK,82,8673,387,0.444,12
546,2017,Minnesota Timberwolves,MIN,82,8657,370,0.467,13
547,2017,San Antonio Spurs,SAS,82,8637,484,0.469,14
548,2017,Indiana Pacers,IND,82,8618,409,0.465,15
549,2017,Charlotte Hornets,CHO,82,8601,390,0.442,16
550,2017,Los Angeles Lakers,LAL,82,8575,320,0.45,17
551,2017,New Orleans Pelicans,NOP,82,8556,453,0.45,18
552,2017,New York Knicks,NYK,82,8556,455,0.447,19
553,2017,Milwaukee Bucks,MIL,82,8497,436,0.474,20
554,2017,Miami Heat,MIA,82,8460,469,0.455,21
555,2017,Atlanta Hawks,ATL,82,8459,397,0.451,22
556,2017,Chicago Bulls,CHI,82,8435,393,0.444,23
557,2017,Sacramento Kings,SAC,82,8430,324,0.461,24
558,2017,Philadelphia 76ers,PHI,82,8400,420,0.442,25
559,2017,Detroit Pistons,DET,82,8309,310,0.449,26
560,2017,Orlando Magic,ORL,82,8288,396,0.44,27
561,2017,Utah Jazz,UTA,82,8258,410,0.466,28
562,2017,Memphis Grizzlies,MEM,82,8239,344,0.435,29
563,2017,Dallas Mavericks,DAL,82,8029,307,0.44,30
564,2018,Golden State Warriors,GSW,82,9304,612,0.503,1
565,2018,Houston Rockets,HOU,82,9213,392,0.46,2
566,2018,New Orleans Pelicans,NOP,82,9161,485,0.483,3
567,2018,Toronto Raptors,TOR,82,9156,500,0.472,4
568,2018,Cleveland Cavaliers,CLE,82,9091,312,0.476,5
569,2018,Denver Nuggets,DEN,82,9020,404,0.47,6
570,2018,Philadelphia 76ers,PHI,82,9004,420,0.472,7
571,2018,Minnesota Timberwolves,MIN,82,8980,345,0.476,8
572,2018,Los Angeles Clippers,LAC,82,8937,373,0.471,9
573,2018,Charlotte Hornets,CHO,82,8874,373,0.45,10
574,2018,Los Angeles Lakers,LAL,82,8862,388,0.461,11
575,2018,Oklahoma City Thunder,OKC,82,8844,412,0.453,12
576,2018,Washington Wizards,WAS,82,8742,353,0.467,13
577,2018,Brooklyn Nets,BRK,82,8741,390,0.441,14
578,2018,Milwaukee Bucks,MIL,82,8731,443,0.478,15
579,2018,Portland Trail Blazers,POR,82,8661,423,0.452,16
580,2018,Indiana Pacers,IND,82,8656,340,0.472,17
581,2018,New York Knicks,NYK,82,8566,421,0.464,18
582,2018,Utah Jazz,UTA,82,8540,420,0.462,19
583,2018,Boston Celtics,BOS,82,8529,373,0.45,20
584,2018,Phoenix Suns,PHO,82,8522,370,0.442,21
585,2018,Detroit Pistons,DET,82,8509,317,0.45,22
586,2018,Miami Heat,MIA,82,8480,437,0.455,23
587,2018,Orlando Magic,ORL,82,8479,400,0.452,24
588,2018,Atlanta Hawks,ATL,82,8475,348,0.446,25
589,2018,Chicago Bulls,CHI,82,8440,289,0.435,26
590,2018,San Antonio Spurs,SAS,82,8424,460,0.457,27
591,2018,Dallas Mavericks,DAL,82,8390,310,0.444,28
592,2018,Memphis Grizzlies,MEM,82,8145,396,0.444,29
593,2018,Sacramento Kings,SAC,82,8104,340,0.45,30
594,2019,Milwaukee Bucks,MIL,82,9686,486,0.476,1
595,2019,Golden State Warriors,GSW,82,9650,525,0.491,2
596,2019,New Orleans Pelicans,NOP,82,9466,441,0.473,3
597,2019,Philadelphia 76ers,PHI,82,9445,432,0.471,4
598,2019,Los Angeles Clippers,LAC,82,9442,385,0.471,5
599,2019,Portland Trail Blazers,POR,82,9402,413,0.467,6
600,2019,Oklahoma City Thunder,OKC,82,9387,425,0.454,7
601,2019,Toronto Raptors,TOR,82,9384,437,0.474,8
602,2019,Sacramento Kings,SAC,82,9363,363,0.464,9
603,2019,Washington Wizards,WAS,82,9350,379,0.468,10
604,2019,Houston Rockets,HOU,82,9341,405,0.449,11
605,2019,Atlanta Hawks,ATL,82,9294,419,0.451,12
606,2019,Minnesota Timberwolves,MIN,82,9223,411,0.456,13
607,2019,Boston Celtics,BOS,82,9216,435,0.465,14
608,2019,Brooklyn Nets,BRK,82,9204,339,0.449,15
609,2019,Los Angeles Lakers,LAL,82,9165,440,0.47,16
610,2019,Utah Jazz,UTA,82,9161,483,0.468,17
611,2019,San Antonio Spurs,SAS,82,9156,386,0.478,18
612,2019,Charlotte Hornets,CHO,82,9081,405,0.448,19
613,2019,Denver Nuggets,DEN,82,9075,363,0.466,20
614,2019,Dallas Mavericks,DAL,82,8927,351,0.447,21
615,2019,Indiana Pacers,IND,82,8857,404,0.475,22
616,2019,Phoenix Suns,PHO,82,8815,418,0.459,23
617,2019,Orlando Magic,ORL,82,8800,445,0.454,24
618,2019,Detroit Pistons,DET,82,8778,331,0.44,25
619,2019,Miami Heat,MIA,82,8668,448,0.45,26
620,2019,Chicago Bulls,CHI,82,8605,351,0.453,27
621,2019,New York Knicks,NYK,82,8575,422,0.433,28
622,2019,Cleveland Cavaliers,CLE,82,8567,195,0.444,29
623,2019,Memphis Grizzlies,MEM,82,8490,448,0.45,30
