,bcity_count,Lat_bcity,Lng_bcity
432,1,22.765392000000002,-80.2083806
433,1,40.19475389999999,-112.8544377
434,1,34.2001086,7.0498442
435,1,5.7647948,-90.6273444
436,1,31.3183272,-81.68535340000001
437,1,40.473060499999995,-4.440113999999999
438,1,33.659825700000006,-75.0246312
439,1,49.79130439999999,-123.08675359999998
440,1,33.8984461,-93.4332189
441,1,39.928934999999996,-83.8240663
442,1,33.993067700000005,-79.0514134
443,1,41.261748100000005,20.3685737
444,1,4.815554,-96.4049408
445,1,43.860288700000005,-81.33923519999998
446,1,30.42007079999999,-73.7845768
447,1,30.5254692,6.8419191999999995
448,1,39.944784000000006,7.1507635999999986
449,1,37.6439071,-89.0892348
450,1,45.773295000000005,-80.84451519999998
451,1,41.8814197,-76.78854299999998
452,1,44.986629799999996,-113.30028440000001
453,1,50.90970040000001,-73.78235490000002
454,1,45.6728599,-72.20676809999998
455,1,47.5052849,-76.86273670000001
456,1,40.3697905,1.0999709999999998
457,1,30.367419800000004,112.964446
458,1,43.049457200000006,-80.58951669999998
459,1,39.2806451,-75.9010304
460,1,53.34980529999999,-93.7941378
461,1,35.0081476,18.262524300000003
462,1,34.0633443,-88.0555849
463,1,41.4300937,-80.6698286
464,1,32.822087599999996,-72.589811
465,1,41.5200518,-98.413128
466,1,41.2758617,-74.97223220000001
467,1,46.50881270000001,-91.887271
468,1,40.063961600000006,45.043036900000004
469,1,32.6776372,-79.0278156
470,1,42.4963416,-117.71977849999999
471,1,34.7590477,-118.61481
472,1,38.8851122,-79.8683824
473,1,42.09118529999999,-73.93956870000001
474,1,33.3439995,-82.5823931
475,1,36.5072263,18.068580800000003
476,1,40.75704289999999,120.3014353
477,1,39.641762899999996,34.887762
478,1,-25.523262699999997,-120.4579409
479,1,35.4436739,-0.8797870000000001
480,1,34.769535999999995,12.4963655
481,1,47.9789848,-77.0080309
482,1,14.588935099999999,-122.2079218
483,1,40.875890999999996,-87.40613420000001
484,1,41.522561200000005,-93.7321228
485,1,52.1332144,-82.64029149999998
486,1,32.4582065,18.0602921
487,1,44.8277446,-76.5643719
488,1,45.780795899999994,-93.5716243
489,1,34.700922999999996,-115.55599879999998
490,1,45.5060682,-83.46435509999998
491,1,48.8030833,-88.0075875
492,1,27.4989278,18.5314753
493,1,37.087082099999996,-86.93528420000001
494,1,34.924031400000004,16.155863500000002
495,1,38.9822282,-82.310119
496,1,56.94964870000001,-104.7107931
497,1,41.3556539,-73.2453946
498,1,22.627278399999998,-16.4464766
499,1,48.23296679999999,15.7811994
500,1,-22.8272883,-81.245657
501,1,8.953641900000001,-111.30077150000001
502,1,37.1923249,-105.4823091
503,1,39.42782529999999,-78.22719570000001
504,1,26.7153424,-73.5876273
505,1,55.847258,11.727274699999999
506,1,36.910231,-84.8902382
507,1,33.881681799999996,-21.9426354
508,1,35.7111846,-106.32517490000001
509,1,44.8666232,19.646366600000004
510,1,52.268873600000006,-76.8966397
511,1,40.859863700000005,-85.16467259999999
512,1,35.8800364,-97.1300061
513,1,32.2662515,-89.1306124
514,1,37.8397626,-82.72904709999999
515,1,40.338254299999996,21.425435500000003
516,1,36.2806939,-121.2747843
517,1,42.4572478,18.3502638
518,1,39.9537358,-94.6830357
519,1,43.5473028,-77.9927651
520,1,42.3928151,-0.798802
521,1,35.1484169,73.3645204
522,1,35.5939671,-73.87263500000002
523,1,38.0951317,-117.9897058
524,1,15.3091676,-87.0611412
525,1,42.65066059999999,-122.91582930000001
526,1,33.065675,15.076816199999998
527,1,40.347067100000004,-83.0302033
528,1,43.3095164,-83.1446485
529,1,43.8137751,12.661452
530,1,43.358237100000004,-77.71999319999998
531,1,-27.469770699999998,-43.0637646
532,1,45.696625700000006,-85.0007653
533,1,34.257038,-91.0278863
534,1,35.9828412,-117.9298493
535,1,34.6883948,-61.323937199999996
536,1,34.7319656,-94.8075152
537,1,41.3513207,-96.8483311
538,1,41.2900939,-86.97167409999999
539,1,48.208174299999996,6.4961300999999985
540,1,42.035408399999994,4.835659
541,1,33.2098407,-74.1979458
542,1,36.6240297,-85.44966269999998
543,1,34.5794343,25.4988388
544,1,49.9806625,-81.61785359999998
545,1,31.667187199999997,-90.6654675
546,1,42.4894801,-85.2504893
547,1,49.847066,-73.6187397
548,1,42.1014831,-117.89033970000001
549,1,36.3294305,-71.1631137
550,1,7.3775355,-75.48633640000001
551,1,15.3763381,-91.2512373
552,1,44.7971939,-77.5894199
553,1,34.09751,-80.0533746
554,1,26.6845104,53.232428399999996
555,1,-11.6876026,-79.51986959999998
556,1,38.96851119999999,28.099100099999998
557,1,37.24954,11.5020752
558,1,38.303183700000005,-86.954437
559,1,46.4628333,-84.9702228
560,1,30.236829200000003,-89.67950839999997
561,1,22.424398,-88.0817251
562,1,36.20772879999999,-96.17831109999999
563,1,40.3886847,-75.4714098
564,1,34.4047987,-89.9189753
565,1,37.00532929999999,-75.6496302
566,1,29.370885700000002,-80.06561059999999
567,1,41.7244885,-91.314535
568,1,45.674687299999995,-80.6495194
569,1,33.20763,-88.0132958
570,1,43.7730448,-122.6269768
571,1,50.4789869,-93.5985615
572,1,37.50593320000001,-73.9204158
573,1,42.245869,-86.6750059
574,1,41.8616956,-111.83147240000001
575,1,30.5182727,-73.8801301
576,1,37.7257663,35.046183
577,1,41.801200099999996,-91.2519017
578,1,49.8209226,-103.8918599
579,1,40.222548100000004,-71.10973349999998
580,1,39.3398382,-89.35007139999998
581,1,30.158812899999997,-91.738225
582,1,40.587537100000006,-47.8909263
583,1,45.775490999999995,7.017369
584,1,51.546175399999996,-78.3541685
585,1,37.881722700000005,-88.462609
586,1,46.996514399999995,138.567
587,1,33.6594835,-95.7083131
588,1,47.67346320000001,-90.0539603
589,1,34.14426160000001,-123.40876920000001
590,1,46.78667189999999,-84.91910809999999
591,1,40.4034024,-99.0603546
592,1,34.3387802,12.568337199999998
593,1,27.446705600000005,-79.05584449999999
594,1,-35.27977449999999,-95.6002856
595,1,48.973526,-85.0766113
596,1,49.44323199999999,-96.0583523
597,1,31.553780699999997,-92.7159853
598,1,42.6827885,-101.2922906
599,1,29.9743803,-91.5682015
600,1,36.330228399999996,-85.7053085
601,1,37.1092162,-90.5151342
602,1,38.7881062,-88.1761521
603,1,51.209348,10.7522454
604,1,38.2989422,-73.9196324
605,1,43.112742700000005,39.2083284
606,1,33.8137161,-80.6303822
607,1,45.6956723,-101.3376574
608,1,32.4073589,-121.8946761
609,1,37.28668629999999,-82.44515400000002
610,1,40.7684342,9.7678687
611,1,34.6867846,-76.09161700000001
612,1,39.158167999999996,-81.1487135
613,1,43.6365693,19.1151469
614,1,37.150101899999996,-97.1383744
615,1,34.5034394,-84.26964490000002
616,1,39.99959129999999,-82.6829406
617,1,57.3937216,-75.8968635
618,1,41.6612104,-82.8123646
619,1,37.764495200000006,-88.7281
620,1,41.368091899999996,-76.7007912
621,1,31.283786699999997,-92.6493595
622,1,35.56780379999999,126.9779692
623,1,33.6795531,-74.42293409999998
624,1,39.4961458,126.534967
625,1,42.2411499,-87.98062650000001
626,1,42.2942045,-90.1659431
627,1,41.525031,-83.61299389999998
628,1,48.119135299999996,-75.5243682
629,1,16.277237099999997,-91.4259495
630,1,35.4895085,8.6821267
631,1,34.2722582,23.3626146
632,1,4.0510564,-117.0841955
633,1,37.4019918,-79.86643749999998
634,1,40.9106541,-83.01465259999998
635,1,42.9133602,-73.76290970000001
636,1,-34.901112700000006,-86.51860450000001
637,1,38.027976200000005,27.144118300000002
638,1,40.21367539999999,-91.1884837
639,1,31.3112936,-86.0677243
640,1,43.2081366,-73.87147519999998
641,1,42.5803122,-78.55694489999998
642,1,45.056003999999994,10.5267696
643,1,32.3865312,-72.995048
644,1,42.63839249999999,-95.75584640000001
645,1,39.997876399999996,-90.1570536
646,1,35.4492404,-121.69136200000001
647,1,33.1204062,-90.72457220000001
648,1,41.491423600000005,-80.34453409999998
649,1,43.389357399999994,-86.7888887
650,1,34.3192636,-71.5215024
651,1,34.4434282,-74.3000878
652,1,41.805031400000004,-111.9400054
653,1,32.7896202,-90.877882
654,1,36.082156,-82.7101823
655,1,41.2321705,4.7607971
656,1,31.1636412,-82.23844790000001
657,1,32.431581300000005,-80.60810889999998
658,1,38.6825502,-91.03770290000001
659,1,40.88144519999999,-73.7562317
660,1,44.0520691,-96.6388833
661,1,29.5377315,-92.6407177
662,1,-0.7351025999999999,-73.9726381
663,1,42.4439614,-149.90027780000003
664,1,39.926813,0.48883059999999995
665,1,12.7254927,7.570905199999999
666,1,37.322997799999996,-106.3031138
667,1,35.56480870000001,-79.99394629999998
668,1,41.7014912,-71.0772796
669,1,41.45617539999999,-93.3702186
670,1,30.8463055,-95.20104470000001
671,1,35.208169399999996,-61.9690161
672,1,41.984750399999996,-73.7419017
673,1,41.747264200000004,-77.9962512
674,1,32.6454116,-77.3324425
675,1,37.102841,-124.2178903
676,1,48.8205669,-122.03218229999999
677,1,46.28042000000001,-97.965905
678,1,33.009580199999995,-90.6550917
679,1,50.0343092,-96.72833299999999
680,1,31.603512899999995,2.201292
681,1,40.640935799999994,-95.4566136
682,1,36.7282054,-79.88282749999998
683,1,33.580110299999994,-74.1502007
684,1,32.67653060000001,-76.82746440000001
685,1,42.7081585,-86.05330129999999
686,1,42.4250964,-97.0068393
687,1,35.8240265,-75.15267740000002
688,1,37.36622929999999,-2.752021
689,1,35.6172917,15.267706299999999
690,1,40.6786691,2.2544334999999998
691,1,18.465539399999997,-82.5514869
692,1,40.74327589999999,22.8575926
693,1,42.2966861,-74.40566120000001
694,1,30.8327022,138.6241662
695,1,42.65257929999999,-89.69621939999998
696,1,30.0444196,-82.5748194
697,1,39.363777299999995,-86.6199957
698,1,40.30427780000001,-85.39048879999999
699,1,56.4884295,-79.2482555
700,1,37.29393220000001,18.695514399999997
701,1,37.8956594,-116.78122250000001
702,1,-22.0087082,-117.02308390000002
703,1,35.913199600000006,8.239760799999999
704,1,10.5104642,20.5213617
705,1,35.473745,-82.97625889999998
706,1,42.089796500000006,-76.5307823
707,1,50.078218400000004,-74.89164579999998
708,1,48.801148,-97.1636408
709,1,44.9597376,-76.915807
710,1,36.626614000000004,-81.5102655
711,1,33.5773275,-122.4786854
712,1,43.2255461,30.52563109999999
713,1,-38.13684779999999,-88.2589387
714,1,39.918446100000004,-106.48502169999999
715,1,33.7879139,14.367553
716,1,33.1281779,-95.5697001
717,1,-21.762364399999996,-91.6663523
718,1,33.5731104,-81.623711
719,1,41.146763,-87.1386067
720,1,41.8994744,-76.98972780000003
721,1,40.7862871,-95.8863401
722,1,47.91287560000001,-97.4844761
723,1,46.23974949999999,15.895204500000002
724,1,38.592552399999995,-82.66184240000001
725,1,38.5285169,-79.3661515
726,1,39.9606643,-81.92434109999998
727,1,40.2859239,-120.9970014
728,1,42.8142432,-80.63396379999998
729,1,46.5546503,-76.4730122
730,1,-30.0346471,-97.6961026
731,1,41.30140770000001,7.098258099999999
732,1,30.5452022,-80.724526
733,1,59.43696079999999,-90.1487199
734,1,43.7094283,4.3871779
735,1,38.150907700000005,152.6970636
736,1,34.953033700000006,-79.94165490000002
737,1,38.8611619,19.8125507
738,1,33.1730399,-77.5424809
739,1,46.4083362,-118.11646129999998
740,1,33.9204354,-122.08099640000002
741,1,33.7090212,-89.96953200000002
742,1,37.83615379999999,-83.2688045
743,1,51.04592479999999,0.22784899999999997
744,1,45.21011619999999,-92.4192993
745,1,35.8447654,19.2593642
746,1,32.770075,-75.6054882
747,1,19.724110600000003,21.1442795
748,1,31.756276500000002,-47.8803602
749,1,38.1341477,25.2796514
750,1,40.6337136,-84.1051939
751,1,-22.9162662,17.705483800000003
752,1,37.6833776,-122.1568554
753,1,42.2830786,-89.1764608
754,1,35.3848841,-71.1270268
755,1,44.889686600000005,-87.9166915
756,1,33.0145673,-82.2859247
757,1,31.0982344,-91.4984941
758,1,36.442375399999996,-75.27301800000001
759,1,40.3634026,-81.5267873
760,1,51.9244201,-70.84310490000001
