Player,Weight (kg),Height (cm),Age,Years Played,Player Efficiency Rating,True Shooting %,Assist Percentage,Block Percentage,Steal Percentage,Total Rebound Percentage,Win Shares,3-Point Field Goal Percentage,2-Point Field Goal Percentage,Free Throw Percentage,Turnovers,Personal Fouls,Points,Total Rebounds,Steals,Win Shares Per 48 Minutes
Jamal Mashburn,108.0,203.0,25.692307692307693,10.0,14.938461538461537,0.49892307692307686,17.692307692307693,0.37692307692307686,1.5,8.276923076923076,3.6384615384615384,0.3433846153846154,0.43300000000000005,0.7591538461538462,130.69230769230768,132.23076923076923,958.9230769230769,274.2307692307692,54.61538461538461,0.08346153846153846
Jamal Murray,93.0,193.0,19.0,1.0,11.9,0.518,14.0,1.1,1.4,6.7,1.4,0.33399999999999996,0.466,0.883,113.0,124.0,811.0,214.0,52.0,0.037000000000000005
Jamal Sampson,106.0,211.0,21.0,4.0,14.14,0.4484,10.84,3.54,1.7600000000000002,21.4,0.26,0.0,0.46720000000000006,0.40049999999999997,6.6,18.2,28.4,48.4,1.8,0.10859999999999999
Jamario Moon,92.0,203.0,29.0,4.0,11.033333333333333,0.5196666666666667,6.733333333333334,2.522222222222222,1.5666666666666669,10.366666666666667,2.2555555555555555,0.32266666666666666,0.5041111111111112,0.8586666666666666,23.555555555555557,69.11111111111111,293.22222222222223,195.22222222222223,38.111111111111114,0.07266666666666667
Jameer Nelson,86.0,183.0,28.75,13.0,13.99375,0.5160625000000001,30.268750000000004,0.21875000000000006,1.71875,6.125000000000001,3.0687499999999996,0.3589375000000001,0.45674999999999993,0.7841875,117.125,140.625,638.5,164.8125,49.4375,0.08418750000000001
Jamel Thomas,97.0,198.0,26.25,1.0,7.65,0.42625,16.35,0.0,1.45,6.7250000000000005,-0.1,0.08324999999999999,0.4755,1.0,4.0,2.5,11.75,4.75,1.25,-0.08075000000000002
James Anderson,96.0,198.0,23.142857142857142,5.0,10.757142857142856,0.5232857142857144,11.785714285714286,1.0571428571428572,1.3857142857142857,7.885714285714286,0.6,0.3424285714285714,0.4574285714285714,0.7918571428571427,34.42857142857143,45.285714285714285,224.42857142857142,90.28571428571429,19.428571428571427,0.06185714285714285
James Bailey,99.0,206.0,26.09090909090909,8.0,11.70909090909091,0.5235454545454545,6.463636363636363,2.2363636363636363,1.1181818181818184,13.836363636363636,1.3909090909090909,0.0,0.4856363636363637,0.6982727272727273,99.45454545454545,188.27272727272728,494.90909090909093,277.1818181818182,26.818181818181817,0.05327272727272727
James Cotton,90.0,201.0,22.5,1.0,12.35,0.48150000000000004,0.0,1.15,2.1500000000000004,10.350000000000001,0.0,0.0,0.4355,0.8055,4.5,4.5,24.5,8.0,2.0,-0.016500000000000008
James Edwards,102.0,213.0,32.26315789473684,18.0,12.568421052631578,0.5273684210526316,7.56842105263158,1.378947368421053,0.6157894736842106,10.989473684210525,1.9684210526315788,0.05555555555555555,0.4797368421052631,0.6907894736842104,78.10526315789474,160.78947368421052,569.4736842105264,216.52631578947367,13.052631578947368,0.07736842105263159
James Ennis,95.0,201.0,25.0,3.0,13.116666666666667,0.5700000000000001,9.950000000000001,1.5666666666666664,2.0833333333333335,7.333333333333333,1.1500000000000001,0.37520000000000003,0.48119999999999996,0.7497999999999999,22.666666666666668,51.666666666666664,176.5,86.5,17.166666666666668,0.10516666666666667
James Harden,99.0,196.0,23.5,8.0,22.1625,0.605375,27.262500000000003,1.0125,2.1875,8.237499999999999,11.399999999999999,0.36612500000000003,0.5016250000000001,0.848625,258.5,195.5,1702.25,386.625,113.0,0.20637499999999998
James Hardy,99.0,203.0,25.0,3.0,11.4,0.515,7.3,2.0,1.5,13.9,2.5,0.0,0.486,0.688,78.0,192.0,422.0,470.0,58.0,0.066
James Johnson,113.0,206.0,25.0,8.0,13.45,0.5208,14.64,4.04,2.13,10.030000000000001,1.7600000000000002,0.25470000000000004,0.5132,0.6643,72.9,113.0,384.0,177.3,40.0,0.0649
James Jones,81.0,190.0,29.5,13.0,10.607142857142858,0.5566428571428572,4.864285714285715,1.3928571428571428,1.092857142857143,6.135714285714285,1.792857142857143,0.39207142857142857,0.3823571428571429,0.8020714285714288,16.5,66.42857142857143,265.5,91.21428571428571,16.214285714285715,0.0992857142857143
James Posey,97.0,203.0,28.142857142857142,11.0,12.085714285714285,0.5365714285714286,9.942857142857145,0.8642857142857144,2.028571428571429,10.014285714285714,4.078571428571428,0.3381428571428572,0.46228571428571436,0.8149285714285714,80.35714285714286,180.5,593.7142857142857,320.5,73.07142857142857,0.10121428571428571
James Ray,97.0,203.0,24.5,2.0,11.05,0.4815,11.5,2.6500000000000004,2.05,14.0,-0.04999999999999999,0.5,0.448,0.615,43.5,71.0,148.5,95.5,17.0,-0.014499999999999997
James Robinson,95.0,198.0,26.555555555555557,7.0,10.322222222222221,0.47411111111111104,15.322222222222223,0.9888888888888889,2.0777777777777775,6.344444444444444,0.6333333333333333,0.3302222222222222,0.41033333333333327,0.665125,60.888888888888886,78.66666666666667,340.55555555555554,80.22222222222223,25.22222222222222,0.017333333333333336
James Silas,81.0,185.0,32.0,9.0,15.7,0.535,22.4,0.2,1.3,4.3,2.4,0.0,0.442,0.86,107.0,109.0,748.0,109.0,40.0,0.078
James Singleton,97.0,203.0,27.142857142857142,6.0,13.557142857142859,0.5142857142857143,5.814285714285714,2.8000000000000003,1.7285714285714284,16.214285714285715,1.3142857142857143,0.25857142857142856,0.4781428571428572,0.8607142857142859,27.0,71.85714285714286,172.57142857142858,169.42857142857142,17.857142857142858,0.106
James White,131.0,206.0,26.666666666666668,6.0,11.933333333333332,0.576,11.766666666666666,2.6333333333333333,2.5333333333333337,5.1000000000000005,0.26666666666666666,0.37566666666666665,0.5393333333333333,0.6895,8.333333333333334,17.666666666666668,60.666666666666664,22.666666666666668,5.666666666666667,0.031
James Wilkes,86.0,198.0,23.5,2.0,9.350000000000001,0.47,10.0,0.8,1.4,9.1,0.6000000000000001,0.0,0.408,0.7625,33.5,67.0,174.0,89.0,16.5,0.0495
James Young,97.0,198.0,20.0,2.0,7.366666666666667,0.4633333333333333,4.733333333333333,0.5333333333333333,1.6666666666666667,6.8,0.2333333333333333,0.2773333333333333,0.531,0.4896666666666667,4.666666666666667,18.0,67.33333333333333,31.333333333333332,8.0,0.04533333333333334
Jamie Feick,115.0,206.0,23.555555555555557,4.0,11.077777777777778,0.4182222222222223,4.166666666666667,2.1666666666666665,1.4000000000000001,21.555555555555557,1.1888888888888889,0.5946,0.3642222222222223,0.519875,24.11111111111111,65.55555555555556,137.66666666666666,215.44444444444446,17.555555555555557,0.04700000000000001
Jamie Watson,86.0,201.0,23.833333333333332,4.0,8.333333333333334,0.5073333333333333,13.483333333333334,0.85,2.5833333333333335,7.1499999999999995,0.26666666666666666,0.33819999999999995,0.4671666666666667,0.6908000000000001,19.5,30.833333333333332,66.83333333333333,32.666666666666664,14.5,0.034833333333333334
Jamison Brewer,83.0,193.0,22.5,3.0,8.5,0.42825,23.35,0.325,2.0999999999999996,6.975,-0.024999999999999994,0.13925,0.46125,0.35766666666666663,8.0,8.5,22.25,12.5,4.75,0.024499999999999997
Jan Vesely,108.0,211.0,22.4,2.0,11.56,0.5038,5.3,3.04,2.74,13.180000000000001,1.12,0.0,0.5170000000000001,0.3738,31.8,101.0,157.4,150.6,32.0,0.0862
Jannero Pargo,79.0,185.0,28.705882352941178,12.0,10.435294117647059,0.4678235294117647,24.688235294117646,0.4058823529411766,1.6941176470588235,4.664705882352941,0.27647058823529413,0.3337647058823529,0.41105882352941175,0.8936000000000001,38.11764705882353,43.529411764705884,211.11764705882354,45.470588235294116,16.529411764705884,0.005882352941176474
Jared Cunningham,88.0,193.0,22.75,3.0,7.350000000000001,0.45924999999999994,10.7625,0.1125,1.7,5.387499999999999,0.05,0.274,0.4315,0.677125,6.875,16.125,42.875,12.5,4.75,0.017499999999999998
Jared Dudley,102.0,201.0,25.916666666666668,10.0,12.991666666666665,0.5705,9.491666666666665,0.5666666666666667,1.941666666666667,8.591666666666667,3.4999999999999996,0.38099999999999995,0.5164166666666666,0.7096666666666666,60.333333333333336,123.08333333333333,541.0,227.66666666666666,57.583333333333336,0.10583333333333333
Jared Jeffries,104.0,211.0,26.666666666666668,10.0,9.1,0.4512,8.386666666666665,1.9400000000000004,1.7866666666666666,10.879999999999999,1.0599999999999998,0.2189333333333333,0.43093333333333345,0.5464666666666668,51.4,120.46666666666667,229.93333333333334,197.8,35.2,0.04433333333333333
Jared Sullinger,117.0,206.0,22.0,4.0,14.02,0.47380000000000005,9.940000000000001,1.6799999999999997,1.44,16.240000000000002,3.06,0.24019999999999997,0.4654,0.6816000000000001,66.4,156.8,578.6,401.2,36.0,0.08820000000000001
Jarell Eddie,98.0,201.0,24.5,1.0,10.35,0.49150000000000005,2.5,0.3,1.25,7.45,0.1,0.2845,0.47250000000000003,0.9445,1.0,3.0,43.5,15.0,3.0,0.05
Jarell Martin,108.0,208.0,21.5,2.0,11.35,0.5055000000000001,4.300000000000001,1.6,1.35,14.75,0.7,0.18,0.4315,0.763,23.5,74.5,159.0,124.0,12.5,0.07700000000000001
Jaren Jackson,86.0,193.0,28.416666666666668,12.0,9.466666666666667,0.4679166666666667,10.458333333333334,0.4833333333333334,2.058333333333333,6.766666666666667,0.9583333333333334,0.25745454545454544,0.3900833333333333,0.6821666666666667,29.0,60.416666666666664,197.5,65.5,21.5,0.04133333333333333
Jarrett Jack,90.0,190.0,27.428571428571427,12.0,13.764285714285714,0.5492857142857143,25.67142857142857,0.32857142857142857,1.657142857142857,5.6571428571428575,2.7214285714285715,0.3001428571428571,0.5019285714285715,0.8660714285714287,122.71428571428571,113.35714285714286,687.0,176.35714285714286,50.142857142857146,0.06835714285714285
Jarron Collins,88.0,193.0,28.25,9.0,6.3999999999999995,0.467,5.883333333333334,0.7083333333333334,0.7416666666666667,11.041666666666666,1.3,0.0,0.4001666666666666,0.6710909090909091,28.416666666666668,112.08333333333333,176.16666666666666,133.58333333333334,11.833333333333334,0.043666666666666666
Jarvis Hayes,99.0,201.0,25.0,6.0,10.985714285714286,0.5014285714285714,7.814285714285715,0.41428571428571426,1.6428571428571428,7.771428571428572,1.457142857142857,0.3521428571428572,0.45400000000000007,0.789,53.42857142857143,121.71428571428571,507.57142857142856,190.0,44.57142857142857,0.05342857142857143
Jason Caffey,115.0,203.0,25.2,7.0,12.190000000000001,0.5216000000000001,7.12,0.9800000000000001,1.1099999999999999,12.379999999999999,1.6199999999999999,0.0,0.48179999999999995,0.6393,75.2,132.9,395.1,236.6,23.4,0.0714
Jason Collier,88.0,193.0,25.0,4.0,11.82,0.49219999999999997,3.8400000000000007,0.9800000000000001,0.8600000000000001,12.28,0.38,0.16975,0.4484,0.7844,24.0,59.0,168.2,88.6,7.2,0.05739999999999999
Jason Collins,88.0,193.0,29.58823529411765,12.0,4.988235294117648,0.4507058823529412,4.900000000000001,1.8882352941176472,1.3176470588235296,9.523529411764704,1.211764705882353,0.18936363636363637,0.39799999999999996,0.5864117647058823,39.470588235294116,137.35294117647058,164.8235294117647,173.1764705882353,23.705882352941178,0.03670588235294118
Jason Hart,83.0,190.0,27.933333333333334,9.0,9.813333333333333,0.5257333333333333,22.813333333333336,0.8533333333333334,2.8066666666666666,5.866666666666665,0.6533333333333334,0.19545454545454544,0.49746666666666667,0.8246363636363636,22.533333333333335,43.6,130.13333333333333,47.53333333333333,20.733333333333334,0.034133333333333335
Jason Kapono,96.0,203.0,26.0,8.0,8.777777777777779,0.5026666666666667,6.888888888888889,0.26666666666666666,1.011111111111111,5.344444444444444,1.1444444444444446,0.3887777777777778,0.4315555555555556,0.7963333333333333,36.333333333333336,86.33333333333333,377.55555555555554,93.77777777777777,20.0,0.03922222222222222
Jason Kidd,92.0,193.0,29.73913043478261,18.0,17.591304347826085,0.5087826086956521,38.55652173913044,0.691304347826087,2.856521739130435,9.799999999999999,6.4739130434782615,0.35330434782608683,0.4230434782608695,0.7820434782608695,191.7826086956522,123.95652173913044,825.7391304347826,416.2608695652174,128.0,0.1275652173913044
Jason Maxiell,117.0,201.0,26.5,9.0,11.98,0.5014,3.5,3.29,1.15,12.709999999999999,2.0300000000000002,0.0,0.4842000000000001,0.5342,48.7,119.7,348.1,257.6,23.0,0.06609999999999999
Jason Richardson,99.0,198.0,27.529411764705884,13.0,15.78823529411765,0.5295882352941177,12.741176470588234,0.8411764705882353,1.7352941176470589,7.958823529411764,4.223529411764707,0.372764705882353,0.4720588235294118,0.7113529411764704,99.58823529411765,133.58823529411765,1006.1764705882352,287.94117647058823,68.47058823529412,0.09729411764705884
Jason Sasser,102.0,201.0,23.5,2.0,8.924999999999999,0.39325,10.575000000000001,0.0,3.6750000000000003,8.15,0.0,0.2776666666666667,0.4,0.5,1.5,6.5,12.25,5.75,2.0,-0.0235
Jason Smith,113.0,211.0,25.88888888888889,10.0,13.122222222222222,0.5173333333333333,6.8999999999999995,3.466666666666667,1.1333333333333333,12.199999999999998,1.5444444444444445,0.227875,0.4808888888888889,0.7598888888888888,53.111111111111114,140.33333333333334,399.8888888888889,218.88888888888889,22.444444444444443,0.07233333333333333
Jason Terry,83.0,188.0,30.5,18.0,15.361111111111107,0.5545,21.005555555555556,0.4944444444444446,1.9388888888888889,4.4,5.627777777777778,0.37955555555555553,0.4774444444444444,0.8323333333333334,132.77777777777777,140.27777777777777,1039.7222222222222,179.22222222222223,86.66666666666667,0.10877777777777779
Jason Thompson,83.0,185.0,26.2,7.0,13.66,0.5372999999999999,7.4799999999999995,2.46,1.05,15.190000000000001,2.54,0.09574999999999999,0.5017,0.6656000000000001,76.2,183.1,535.7,401.4,29.5,0.1024
Jason Williams,108.0,206.0,29.571428571428573,12.0,13.028571428571428,0.4872142857142858,30.364285714285717,0.20714285714285713,2.042857142857143,4.671428571428571,2.771428571428572,0.3161428571428571,0.4588571428571428,0.814,118.64285714285714,79.14285714285714,594.2857142857143,131.42857142857142,67.42857142857143,0.07135714285714286
Javaris Crittenton,90.0,196.0,20.5,1.0,11.15,0.49783333333333335,16.21666666666667,0.21666666666666667,1.5833333333333333,8.450000000000001,0.016666666666666666,0.19066666666666668,0.4726666666666666,0.6153333333333334,45.666666666666664,49.333333333333336,198.33333333333334,92.0,19.666666666666668,0.007166666666666668
Jawad Williams,108.0,206.0,26.0,2.0,9.033333333333333,0.46399999999999997,5.266666666666667,0.3666666666666667,1.5666666666666667,6.6000000000000005,0.20000000000000004,0.31499999999999995,0.4323333333333334,0.7304999999999999,11.666666666666666,36.333333333333336,113.33333333333333,44.333333333333336,7.333333333333333,0.015666666666666666
Jawann Oldham,97.0,213.0,28.90909090909091,10.0,9.763636363636364,0.4978181818181817,4.481818181818182,4.281818181818182,1.0090909090909093,14.090909090909088,0.3909090909090909,0.0,0.47918181818181815,0.5519999999999999,33.09090909090909,75.0909090909091,132.72727272727272,124.0,9.0,0.03363636363636364
Jay Humphries,83.0,190.0,27.4,10.0,10.946666666666665,0.4825999999999999,24.160000000000004,0.1866666666666667,2.4399999999999995,4.7733333333333325,3.206666666666666,0.2581333333333333,0.44526666666666664,0.7279999999999999,111.8,159.0,631.6666666666666,146.0,82.86666666666666,0.0524
Jay Murphy,99.0,206.0,23.5,3.0,6.9,0.37075,4.075,0.7750000000000001,0.7999999999999999,14.399999999999999,-0.125,0.0,0.3285,0.6442500000000001,6.0,14.75,40.0,27.75,2.0,-0.05575
Jay Vincent,99.0,201.0,27.076923076923077,8.0,12.72307692307692,0.49953846153846143,8.692307692307692,0.5923076923076923,1.2461538461538462,9.892307692307693,2.130769230769231,0.21792307692307694,0.45253846153846156,0.7543076923076923,90.3076923076923,133.53846153846155,707.0769230769231,256.84615384615387,33.61538461538461,0.04938461538461539
Jaylen Brown,97.0,193.0,20.0,1.0,10.3,0.539,7.2,1.1,1.3,9.1,1.5,0.341,0.507,0.685,68.0,142.0,515.0,220.0,35.0,0.053
Jayson Williams,108.0,206.0,26.0,8.0,13.31111111111111,0.4703333333333334,4.233333333333334,2.1333333333333333,1.1555555555555557,18.522222222222226,2.2222222222222228,0.131,0.4388888888888889,0.5818888888888888,57.22222222222222,142.66666666666666,385.77777777777777,398.22222222222223,22.666666666666668,0.07433333333333332
Jeff Adrien,111.0,201.0,26.285714285714285,4.0,14.4,0.5144285714285713,6.728571428571428,2.9571428571428564,1.0285714285714287,18.37142857142857,1.0142857142857145,0.0,0.47357142857142864,0.6028571428571429,18.571428571428573,52.42857142857143,153.0,137.85714285714286,10.571428571428571,0.10471428571428573
Jeff Ayres,83.0,188.0,25.333333333333332,6.0,12.299999999999999,0.5801666666666666,5.816666666666666,2.1333333333333333,0.8500000000000001,15.333333333333334,1.0666666666666667,0.25,0.5445000000000001,0.8041666666666667,22.0,60.0,115.0,105.33333333333333,6.166666666666667,0.12416666666666666
Jeff Cook,97.0,208.0,27.666666666666668,8.0,9.516666666666667,0.5021666666666668,7.208333333333333,1.166666666666667,1.2249999999999999,14.0,1.3416666666666666,0.05,0.45341666666666675,0.7449166666666667,43.25,118.16666666666667,207.25,196.75,23.166666666666668,0.06158333333333332
Jeff Foster,107.0,211.0,29.0,12.0,14.338461538461539,0.5307692307692308,7.223076923076922,1.3692307692307693,1.8000000000000003,18.96153846153846,3.653846153846155,0.13115384615384615,0.5007692307692307,0.6099230769230769,47.15384615384615,147.76923076923077,288.2307692307692,403.6923076923077,39.0,0.15215384615384614
Jeff Grayer,90.0,196.0,28.09090909090909,9.0,8.281818181818181,0.46763636363636363,11.236363636363636,0.43636363636363645,1.9000000000000001,7.863636363636363,0.8181818181818182,0.22,0.42190909090909084,0.671875,44.36363636363637,67.18181818181819,297.0,118.0,24.818181818181817,-0.01654545454545454
Jeff Green,88.0,196.0,26.133333333333333,10.0,13.093333333333335,0.5261999999999999,8.426666666666666,1.3800000000000001,1.2133333333333334,8.346666666666668,3.0533333333333337,0.32333333333333336,0.47600000000000003,0.7879333333333334,95.86666666666666,141.4,842.2,289.3333333333333,47.266666666666666,0.07666666666666666
Jeff Hornacek,86.0,190.0,29.5625,13.0,17.4,0.578875,23.5125,0.43124999999999997,2.2437499999999995,6.06875,7.23125,0.3886875000000001,0.5120625,0.8733124999999998,133.875,159.375,1058.3125,245.3125,103.9375,0.14925000000000002
Jeff Judkins,83.0,198.0,25.5,4.0,9.3,0.47300000000000003,7.25,0.75,1.7,7.6,0.4,0.175,0.44299999999999995,0.724,13.0,36.0,92.0,38.5,10.5,0.060000000000000005
Jeff Lamp,88.0,198.0,25.5,7.0,11.0375,0.590375,9.5625,0.23750000000000002,1.3125,6.737500000000001,1.025,0.21714285714285714,0.47285714285714286,0.85375,35.875,69.375,262.875,79.625,18.0,0.08637500000000001
Jeff Malone,92.0,193.0,29.176470588235293,12.0,13.935294117647059,0.5191176470588235,11.064705882352943,0.14705882352941177,1.047058823529412,4.476470588235293,3.423529411764706,0.3031875,0.4744117647058822,0.8663529411764707,96.76470588235294,108.41176470588235,1098.764705882353,153.11764705882354,37.23529411764706,0.06999999999999999
Jeff Martin,88.0,196.0,23.5,1.0,9.35,0.4675,5.8,1.0499999999999998,1.4,6.0,1.1,0.22,0.4335,0.6925,48.0,100.5,478.0,145.0,39.0,0.0385
Jeff McInnis,86.0,193.0,28.076923076923077,11.0,12.169230769230769,0.49153846153846154,26.5,0.19230769230769232,1.323076923076923,4.36923076923077,2.146153846153846,0.29153846153846164,0.45207692307692304,0.766,69.92307692307692,104.38461538461539,478.7692307692308,103.53846153846153,34.07692307692308,0.05723076923076923
Jeff Ruland,108.0,208.0,27.5,11.0,15.275,0.60175,12.0,1.2374999999999998,1.1124999999999998,16.1375,4.2875,0.1618,0.560875,0.6902499999999999,151.5,152.25,720.375,422.25,31.125,0.1095
Jeff Taylor,79.0,193.0,25.0,4.0,9.8,0.5835,13.8,1.2000000000000002,2.3,5.15,-0.1,0.0,0.5015,0.776,34.0,43.0,89.5,41.0,21.0,0.0195
Jeff Teague,84.0,188.0,24.5,8.0,16.625,0.53825,31.575,1.1125,2.325,5.199999999999999,5.1625000000000005,0.34049999999999997,0.47062499999999996,0.8351249999999999,168.625,139.875,943.125,180.625,89.125,0.11275
Jeff Trepagnier,90.0,193.0,23.0,2.0,9.4,0.39166666666666666,14.166666666666666,1.2666666666666666,3.8000000000000003,9.2,-0.06666666666666667,0.3333333333333333,0.3196666666666667,0.6903333333333334,8.333333333333334,6.666666666666667,29.333333333333332,14.333333333333334,6.333333333333333,-0.043666666666666666
Jeff Turner,104.0,206.0,27.9,11.0,8.06,0.508,7.390000000000001,0.47000000000000003,0.96,10.02,0.8899999999999999,0.2333,0.46340000000000003,0.8039,68.7,175.8,369.7,203.6,21.5,0.036699999999999997
Jeff Wilkins,104.0,211.0,28.571428571428573,5.0,9.457142857142857,0.4724285714285714,6.071428571428571,1.1,0.6714285714285715,13.485714285714286,1.2285714285714284,0.0,0.4377142857142857,0.7040000000000001,89.14285714285714,170.14285714285714,523.7142857142857,367.42857142857144,22.428571428571427,0.03528571428571429
Jeff Withey,104.0,213.0,24.5,4.0,17.325,0.5812499999999999,4.875,6.050000000000001,1.375,14.575,1.6749999999999998,0.0,0.5305000000000001,0.7177500000000001,18.5,56.5,162.75,127.0,14.0,0.16325
Jeffery Taylor,79.0,193.0,24.0,2.0,8.133333333333333,0.48266666666666663,6.966666666666666,0.5333333333333333,1.3666666666666665,5.966666666666666,0.4333333333333333,0.3063333333333333,0.4486666666666667,0.6383333333333333,30.666666666666668,78.0,269.0,87.66666666666667,24.0,0.018000000000000002
Jerald Honeycutt,111.0,206.0,23.75,1.0,5.3500000000000005,0.436,5.375,1.05,2.925,7.425,0.049999999999999996,0.257,0.46124999999999994,0.6427499999999999,16.75,28.75,76.25,29.25,7.5,-0.022000000000000002
Jerami Grant,95.0,203.0,21.4,3.0,9.0,0.49759999999999993,5.659999999999999,4.9,1.0,8.3,1.6800000000000002,0.2604,0.45940000000000003,0.5959999999999999,56.6,131.4,406.8,194.2,32.0,0.0236
Jeremy Evans,90.0,206.0,25.5,5.0,17.93333333333333,0.626,6.8,4.366666666666666,1.7666666666666666,13.933333333333332,1.3499999999999999,0.10833333333333334,0.6229999999999999,0.6768333333333333,14.0,48.333333333333336,146.16666666666666,106.66666666666667,15.0,0.17333333333333334
Jeremy Lamb,83.0,196.0,22.0,5.0,14.479999999999999,0.5236000000000001,10.06,1.3800000000000001,1.42,9.379999999999999,2.1,0.31760000000000005,0.48360000000000003,0.8536000000000001,36.8,82.2,442.8,166.0,29.6,0.101
Jeremy Lin,90.0,190.0,25.0,7.0,16.071428571428573,0.537,27.97142857142857,1.3285714285714285,2.685714285714286,6.342857142857142,3.042857142857143,0.32771428571428574,0.4607142857142857,0.7988571428571428,136.85714285714286,130.42857142857142,691.7142857142857,165.57142857142858,67.28571428571429,0.09785714285714285
Jeremy Pargo,99.0,188.0,25.75,1.0,8.625,0.45575,21.95,0.15000000000000002,1.15,4.525,-0.225,0.33224999999999993,0.39625,0.655,36.5,34.5,164.0,33.75,10.25,-0.021750000000000002
Jeremy Richardson,83.0,198.0,22.75,2.0,4.25,0.46914285714285714,2.7125,0.0,1.225,4.3875,-0.0625,0.41028571428571425,0.3138571428571429,0.8333333333333334,2.125,4.5,16.875,4.5,1.0,-0.03975000000000002
Jeremy Tyler,117.0,208.0,21.0,2.0,8.84,0.45,2.52,2.4,0.76,19.12,0.020000000000000007,0.0,0.4225,0.6085,14.8,34.8,79.0,57.8,4.8,0.012000000000000002
Jerian Grant,95.0,203.0,23.5,2.0,12.149999999999999,0.517,19.55,0.6,2.15,6.0,1.65,0.293,0.46349999999999997,0.835,65.5,95.0,398.0,127.0,48.5,0.07400000000000001
Jermaine Jackson,92.0,193.0,26.142857142857142,6.0,7.728571428571428,0.46271428571428574,18.928571428571427,0.4714285714285714,1.6857142857142855,6.5,0.17142857142857143,0.1372857142857143,0.39571428571428574,0.7071428571428571,16.0,25.428571428571427,54.714285714285715,28.857142857142858,8.714285714285714,0.014714285714285716
Jermaine O'Neal,102.0,211.0,26.85,17.0,16.135,0.5128999999999999,8.275,4.925000000000001,0.8049999999999999,14.85,3.4349999999999996,0.06137499999999999,0.46975000000000006,0.6979,100.8,155.35,710.7,384.7,24.95,0.10255
Jermaine Taylor,79.0,193.0,23.75,1.0,12.225,0.522,9.075,0.925,1.5,7.5,0.07500000000000001,0.3095,0.4982500000000001,0.75675,27.75,23.25,143.5,42.5,9.5,0.01675
Jerome Allen,83.0,193.0,23.75,1.0,8.525,0.44075000000000003,24.325,0.625,1.925,5.824999999999999,0.125,0.3055,0.368,0.61975,43.0,52.5,141.0,55.25,20.75,0.0010000000000000009
Jerome James,136.0,213.0,28.77777777777778,10.0,14.11111111111111,0.5391111111111111,3.2111111111111104,5.7555555555555555,1.477777777777778,17.3,0.3222222222222222,0.0,0.5122222222222221,0.643875,44.77777777777778,109.88888888888889,171.11111111111111,122.11111111111111,10.222222222222221,0.04422222222222221
Jerome Kersey,97.0,201.0,30.0,16.0,14.211764705882354,0.4901764705882352,10.370588235294118,1.8529411764705883,2.6470588235294117,12.241176470588236,4.094117647058823,0.1490588235294118,0.4606470588235294,0.6579411764705881,93.11764705882354,203.23529411764707,695.5882352941177,372.88235294117646,84.6470588235294,0.10970588235294118
Jerome Lane,104.0,198.0,24.375,4.0,12.1625,0.45025000000000004,12.212499999999999,0.475,1.3875,23.375,0.25,0.08333333333333333,0.5011249999999999,0.33325,34.375,71.75,148.875,165.5,17.5,0.031999999999999994
Jerome Moiso,106.0,208.0,24.75,4.0,11.25,0.53675,3.5375000000000005,3.3625000000000003,1.4999999999999998,17.2625,0.3,0.0,0.50875,0.6365,13.875,24.5,51.75,54.0,6.0,0.06937499999999999
Jerome Whitehead,99.0,208.0,29.2,10.0,10.3,0.5126000000000001,4.18,0.7300000000000001,1.1099999999999999,13.95,1.64,0.0,0.47459999999999997,0.7061,61.7,170.0,424.0,297.1,24.3,0.05800000000000001
Jerome Williams,93.0,206.0,27.46153846153846,8.0,15.376923076923077,0.5358461538461537,6.023076923076922,0.7692307692307693,2.707692307692308,16.861538461538462,3.5153846153846158,0.0167,0.49092307692307696,0.6686923076923077,55.69230769230769,114.38461538461539,358.38461538461536,353.84615384615387,58.84615384615385,0.1356153846153846
Jerrod Mustaf,107.0,208.0,22.5,3.0,10.925,0.473,6.8500000000000005,1.575,1.4500000000000002,14.0,0.42500000000000004,0.0,0.43575,0.637,36.0,59.25,180.25,113.0,13.5,0.0415
Jerry Eaves,81.0,193.0,24.75,4.0,5.199999999999999,0.48150000000000004,14.25,0.07500000000000001,1.1749999999999998,2.575,0.65,0.0625,0.39425,0.8350000000000001,62.75,54.5,283.0,52.0,21.25,-0.027249999999999996
Jerry Reynolds,90.0,203.0,26.875,10.0,14.537500000000001,0.485875,15.3625,1.85,3.1,8.775,1.3,0.2565,0.42974999999999997,0.716375,89.75,84.625,504.5,164.625,60.75,0.057249999999999995
Jerry Sichting,76.0,185.0,29.923076923076923,9.0,9.961538461538462,0.5101538461538462,19.238461538461536,0.06923076923076923,1.4692307692307691,2.961538461538462,1.7307692307692308,0.29091666666666666,0.47184615384615386,0.8207692307692308,51.76923076923077,77.07692307692308,337.0769230769231,63.76923076923077,34.84615384615385,0.05953846153846154
Jerry Stackhouse,98.0,198.0,28.85,17.0,14.23,0.5049500000000001,17.104999999999997,1.105,1.45,5.904999999999999,2.855,0.29735,0.4256499999999999,0.83385,143.25,99.25,882.9,166.65,47.9,0.0637
Jerryd Bayless,90.0,190.0,23.846153846153847,9.0,12.146153846153847,0.5111538461538462,23.22307692307692,0.41538461538461535,1.4153846153846155,6.046153846153847,1.6692307692307695,0.34207692307692306,0.42200000000000004,0.8196923076923076,73.53846153846153,105.3076923076923,439.2307692307692,107.92307692307692,32.84615384615385,0.05500000000000001
