Player,Weight (kg),Height (cm),Age,Years Played,Player Efficiency Rating,True Shooting %,Assist Percentage,Block Percentage,Steal Percentage,Total Rebound Percentage,Win Shares,3-Point Field Goal Percentage,2-Point Field Goal Percentage,Free Throw Percentage,Turnovers,Personal Fouls,Points,Total Rebounds,Steals,Win Shares Per 48 Minutes
A.C. Green,106.0,203.0,29.88888888888889,15.0,13.872222222222224,0.5435555555555555,5.216666666666666,0.85,1.4388888888888889,14.655555555555559,5.78888888888889,0.1468333333333333,0.5018888888888888,0.7080555555555555,83.77777777777777,143.38888888888889,718.2222222222222,562.7222222222222,61.27777777777778,0.12211111111111111
A.J. English,95.0,196.0,23.5,1.0,11.55,0.48,15.85,0.44999999999999996,0.9,5.55,0.55,0.1365,0.45049999999999996,0.774,101.5,143.5,751.0,157.5,28.5,0.0165
A.J. Guyton,99.0,208.0,23.0,2.0,4.366666666666667,0.324,23.46666666666667,0.5,2.466666666666667,2.533333333333333,0.09999999999999999,0.255,0.254,0.824,20.666666666666668,19.333333333333332,147.33333333333334,26.666666666666668,6.666666666666667,-0.14133333333333334
A.J. Price,124.0,213.0,26.333333333333332,5.0,10.388888888888891,0.435,22.733333333333334,0.08888888888888889,1.2777777777777777,5.577777777777778,0.5555555555555556,0.24288888888888888,0.44466666666666665,0.63225,27.0,28.0,184.0,45.44444444444444,14.666666666666666,0.021444444444444447
Aaron Brooks,73.0,183.0,27.6,10.0,12.326666666666664,0.5122666666666666,23.84,0.88,1.4000000000000001,4.353333333333334,1.5466666666666669,0.3544666666666666,0.4370666666666666,0.838,84.8,102.93333333333334,522.6,90.66666666666667,31.266666666666666,0.05233333333333333
Aaron Gordon,99.0,206.0,20.0,3.0,14.266666666666666,0.5293333333333333,9.033333333333333,2.0,1.4333333333333333,12.233333333333334,3.366666666666667,0.28500000000000003,0.5196666666666667,0.7026666666666667,64.33333333333333,136.0,660.3333333333334,360.3333333333333,48.0,0.09166666666666667
Aaron Gray,122.0,213.0,26.363636363636363,6.0,10.9,0.5249999999999999,10.0,1.6181818181818182,1.1181818181818182,18.6,0.6454545454545454,0.0,0.5105454545454545,0.5599999999999999,28.545454545454547,72.36363636363636,112.27272727272727,127.9090909090909,10.272727272727273,0.06472727272727273
Aaron Harrison,95.0,198.0,21.5,1.0,1.0499999999999998,0.2365,12.8,0.0,1.6,9.25,-0.05,0.15,0.111,0.4585,2.0,6.0,9.5,9.0,3.0,-0.07999999999999999
Aaron McKie,94.0,196.0,27.176470588235293,12.0,11.447058823529412,0.49305882352941177,16.58823529411765,0.6470588235294119,2.523529411764706,8.041176470588237,2.641176470588235,0.30175,0.44764705882352934,0.75575,72.05882352941177,110.70588235294117,390.3529411764706,178.76470588235293,64.11764705882354,0.08664705882352941
Aaron Williams,99.0,206.0,29.75,14.0,11.120000000000001,0.5322499999999999,5.154999999999999,3.9050000000000002,1.1650000000000003,13.929999999999996,1.585,0.03027272727272727,0.4889500000000001,0.7170526315789474,37.1,101.5,230.9,158.7,16.0,0.04565000000000001
Acie Earl,108.0,208.0,25.0,3.0,11.533333333333333,0.4443333333333333,5.199999999999999,3.4499999999999997,1.7666666666666666,12.366666666666667,0.049999999999999996,0.0,0.3895,0.6438333333333334,34.166666666666664,68.66666666666667,194.66666666666666,102.16666666666667,13.0,0.010333333333333335
Acie Law,88.0,190.0,25.0,3.0,11.122222222222222,0.5078888888888888,18.11111111111111,0.36666666666666664,2.133333333333334,4.444444444444444,0.2888888888888889,0.20688888888888887,0.4626666666666666,0.764,22.77777777777778,30.0,117.0,30.555555555555557,14.0,0.042444444444444444
Adam Keefe,104.0,206.0,26.0,8.0,12.244444444444444,0.5442222222222223,6.2555555555555555,1.3333333333333333,1.5444444444444447,14.544444444444444,2.766666666666667,0.055499999999999994,0.4881111111111111,0.7132222222222222,60.55555555555556,123.77777777777777,345.22222222222223,284.0,34.111111111111114,0.104
Adam Morrison,92.0,203.0,23.8,3.0,5.9399999999999995,0.4312,10.239999999999998,0.36,0.5199999999999999,7.44,-0.27999999999999997,0.299,0.3888,0.6672,40.8,70.0,281.8,84.4,9.8,-0.012199999999999999
Adonal Foyle,113.0,208.0,28.285714285714285,11.0,12.0,0.5056923076923077,3.6785714285714293,6.292857142857143,0.8071428571428573,15.014285714285714,1.357142857142857,0.0,0.5001538461538462,0.4951538461538461,42.857142857142854,112.85714285714286,214.71428571428572,249.07142857142858,18.857142857142858,0.08428571428571428
Adonis Jordan,77.0,180.0,25.5,5.0,12.25,0.4235,30.15,0.4,4.6,2.1,-0.05,0.15,0.6155,0.5,4.0,3.0,10.5,3.0,1.5,0.022
Adreian Payne,107.0,208.0,23.6,3.0,7.68,0.42700000000000005,5.9799999999999995,1.64,2.0,12.919999999999998,-0.26,0.14340000000000003,0.4182,0.6404,26.4,57.0,124.2,93.6,12.4,-0.0132
Adrian Branch,83.0,201.0,24.5,3.0,15.45,0.5015000000000001,9.475000000000001,0.8,3.025,11.125,0.5249999999999999,0.3565,0.4545,0.75225,31.25,48.25,208.5,63.25,20.75,0.0595
Adrian Caldwell,120.0,203.0,28.125,8.0,6.7875,0.4564285714285714,2.2875,1.1125,1.5,15.05,0.15,0.0,0.4367142857142857,0.45557142857142857,19.25,44.625,61.375,82.875,9.0,0.018875
Adrian Griffin,98.0,196.0,29.727272727272727,8.0,10.254545454545454,0.44409090909090915,12.227272727272725,0.6272727272727272,2.8181818181818183,10.972727272727273,1.481818181818182,0.236875,0.4122727272727273,0.6801818181818182,32.0,82.36363636363636,180.36363636363637,142.8181818181818,41.18181818181818,0.0669090909090909
Al Harrington,104.0,206.0,25.8,15.0,13.239999999999998,0.5075000000000001,9.500000000000002,0.6199999999999999,1.57,11.140000000000002,2.54,0.3135,0.45865,0.7138,108.4,178.25,799.55,321.65,50.55,0.057300000000000004
Al Horford,111.0,208.0,25.5,10.0,19.11,0.5699,14.959999999999999,2.95,1.3199999999999998,14.780000000000001,7.06,0.3369,0.5438999999999999,0.7461,103.1,153.7,924.0,560.8,53.4,0.1572
Al Jefferson,131.0,208.0,26.0,13.0,20.053846153846152,0.5274615384615384,9.453846153846154,3.184615384615384,1.2307692307692308,16.830769230769228,5.338461538461538,0.08800000000000001,0.5015384615384615,0.7043076923076923,91.53846153846153,175.46153846153845,1083.923076923077,580.5384615384615,47.07692307692308,0.12730769230769232
Al Thornton,99.0,203.0,26.0,3.0,11.95,0.522125,7.1125,1.15,1.2,8.725,1.25,0.245375,0.47875000000000006,0.7522500000000001,73.75,140.0,606.875,217.5,33.125,0.044125000000000004
Al Wood,87.0,198.0,24.875,5.0,13.225,0.504375,9.925,0.7999999999999999,1.55,7.925,2.0125,0.17025,0.46499999999999997,0.7791250000000001,80.0,131.5,669.5,174.5,42.625,0.061500000000000006
Al-Farouq Aminu,99.0,206.0,23.0,7.0,12.214285714285712,0.5082857142857143,7.514285714285714,2.0571428571428574,2.085714285714286,13.357142857142858,2.4999999999999996,0.2912857142857143,0.464,0.7261428571428572,95.28571428571429,138.14285714285714,538.0,421.14285714285717,70.57142857142857,0.06557142857142857
Alaa Abdelnaby,108.0,208.0,24.444444444444443,4.0,9.833333333333332,0.4758888888888889,4.244444444444444,1.3888888888888888,1.0444444444444443,14.766666666666667,0.7888888888888889,0.0,0.4514444444444444,0.6713749999999999,43.22222222222222,86.33333333333333,255.44444444444446,144.11111111111111,12.333333333333334,-0.0040000000000000036
Alan Anderson,99.0,198.0,29.5,11.0,9.5125,0.520375,9.25,0.325,1.1624999999999999,6.199999999999999,0.9,0.339875,0.4495,0.8019999999999999,36.25,75.25,302.625,89.25,22.75,0.045625
Alan Hardy,88.0,201.0,24.0,1.0,10.5,0.47700000000000004,9.2,0.7,1.3,6.0,0.2,0.0,0.473,0.621,20.0,32.0,142.0,34.0,9.0,0.027999999999999997
Alan Henderson,106.0,206.0,28.5,11.0,14.583333333333334,0.5271666666666667,4.908333333333334,1.7249999999999999,1.3583333333333332,14.250000000000002,2.341666666666667,0.2,0.4915833333333333,0.6315833333333334,59.75,119.66666666666667,424.5,270.75,30.333333333333332,0.10658333333333332
Alan Ogg,108.0,218.0,24.4,2.0,22.080000000000002,0.47359999999999997,8.940000000000001,5.02,1.08,25.96,0.16,0.0,0.4438,0.6766,6.6,27.6,37.6,28.6,2.6,0.11960000000000001
Alan Williams,90.0,198.0,23.5,1.0,20.3,0.514,8.45,4.85,2.35,26.35,1.1500000000000001,0.0,0.468,0.634,21.5,70.0,187.5,165.0,15.5,0.144
Alando Tucker,86.0,203.0,24.4,2.0,12.16,0.4952,5.12,0.33999999999999997,0.18,6.8,0.08,0.221,0.46080000000000004,0.7862499999999999,4.8,5.6,52.4,11.8,1.0,0.0388
Albert King,86.0,198.0,26.22222222222222,10.0,13.0,0.4934444444444444,13.100000000000001,0.7666666666666667,1.7444444444444445,9.91111111111111,1.822222222222222,0.23233333333333336,0.4546666666666667,0.7991111111111111,127.88888888888889,179.11111111111111,718.8888888888889,251.33333333333334,50.22222222222222,0.05566666666666667
Alec Burks,97.0,198.0,22.5,6.0,13.366666666666667,0.5175000000000001,12.666666666666666,0.5333333333333333,1.4000000000000001,8.05,1.6166666666666665,0.35966666666666675,0.43533333333333335,0.7551666666666668,68.66666666666667,95.5,505.6666666666667,146.16666666666666,30.666666666666668,0.07083333333333333
Alec Kessler,104.0,211.0,25.5,3.0,10.475,0.51425,4.425,1.45,0.675,12.674999999999999,0.5,0.337,0.42125,0.7512500000000001,48.0,112.75,271.0,187.75,9.75,0.058499999999999996
Alex Abrines,86.0,198.0,23.0,1.0,10.1,0.56,5.5,0.6,1.7,4.5,2.1,0.381,0.426,0.898,33.0,114.0,406.0,86.0,37.0,0.095
Alex Acker,83.0,196.0,25.25,3.0,8.450000000000001,0.392,11.875,1.65,2.325,7.125,-0.05,0.247,0.41075000000000006,0.5,4.5,5.5,38.25,13.25,2.75,-0.061250000000000006
Alex Garcia,99.0,190.0,23.5,1.0,1.85,0.2995,11.05,0.3,4.9,3.05,-0.1,0.278,0.2625,0.625,4.5,7.5,23.5,7.5,3.0,-0.1685
Alex Len,117.0,216.0,21.5,4.0,12.049999999999999,0.5115,4.35,4.25,0.9500000000000001,16.8,1.9749999999999999,0.242,0.46525000000000005,0.699,86.75,188.25,458.5,414.25,28.25,0.06425
Alex Poythress,107.0,201.0,23.0,1.0,13.2,0.5479999999999999,5.1,1.0,0.9,10.2,0.3,0.316,0.5429999999999999,0.8,3.0,14.0,64.0,29.0,3.0,0.099
Alex Stivrins,99.0,203.0,28.833333333333332,7.0,3.2500000000000013,0.3748333333333333,5.416666666666667,1.25,0.7833333333333333,11.983333333333333,-0.016666666666666666,0.0,0.37916666666666665,0.5833333333333334,2.8333333333333335,4.0,14.166666666666666,6.833333333333333,0.6666666666666666,-0.1895
Alexander Volkov,98.0,208.0,26.0,2.0,13.7,0.517,17.75,1.2999999999999998,2.0,8.3,2.2,0.35,0.48350000000000004,0.607,77.0,172.0,509.5,192.0,51.0,0.085
Alexey Shved,86.0,198.0,25.5,2.0,15.083333333333334,0.5098333333333334,21.599999999999998,0.8000000000000002,1.7666666666666666,6.199999999999999,0.8833333333333334,0.32149999999999995,0.4083333333333334,0.7871666666666667,48.5,41.5,297.1666666666667,75.66666666666667,23.333333333333332,0.08000000000000002
Alexis Ajinca,112.0,218.0,23.666666666666668,8.0,12.38888888888889,0.512,4.499999999999999,3.7000000000000006,1.6222222222222222,14.177777777777777,0.8777777777777778,0.15928571428571428,0.4787777777777778,0.6726666666666667,29.666666666666668,81.55555555555556,188.44444444444446,136.44444444444446,12.555555555555555,0.060888888888888895
Allan Bristow,95.0,201.0,30.5,9.0,11.399999999999999,0.498,26.25,0.15000000000000002,1.2000000000000002,9.05,1.35,0.3145,0.4445,0.7655000000000001,98.0,134.0,338.5,199.0,35.5,0.0445
Allan Houston,90.0,198.0,27.5,11.0,14.450000000000001,0.5407500000000001,13.016666666666667,0.3833333333333333,1.0666666666666667,4.849999999999999,4.6,0.3960000000000001,0.45549999999999996,0.8590833333333333,146.66666666666666,171.83333333333334,1212.5833333333333,202.83333333333334,47.166666666666664,0.08499999999999998
Allen Crabbe,95.0,198.0,22.5,4.0,10.05,0.5435,7.5249999999999995,0.8999999999999999,1.275,5.4,2.4499999999999997,0.40475,0.44925,0.8035,36.0,111.75,469.5,130.75,34.5,0.07775000000000001
Allen Leavell,77.0,185.0,27.5,9.0,13.6375,0.5045,27.1125,0.37499999999999994,2.4875,3.6750000000000003,2.9875000000000003,0.239125,0.461125,0.8230000000000001,116.25,141.5,649.875,105.75,88.125,0.08224999999999999
Alonzo Gee,102.0,198.0,25.153846153846153,7.0,9.723076923076924,0.4977692307692308,6.215384615384616,1.3384615384615384,2.0999999999999996,8.86923076923077,0.9076923076923078,0.31383333333333335,0.4516923076923077,0.6934166666666667,41.15384615384615,72.61538461538461,255.84615384615384,125.84615384615384,34.92307692307692,0.033999999999999996
Alphonso Ford,86.0,185.0,22.5,1.0,14.649999999999999,0.40700000000000003,14.7,0.0,3.4,5.95,-0.15000000000000002,0.5,0.4,0.5,4.5,3.5,17.5,10.0,1.5,-0.008499999999999994
Alton Lister,108.0,213.0,31.444444444444443,16.0,10.738888888888889,0.5199444444444444,5.627777777777777,3.866666666666667,0.7777777777777778,17.522222222222222,2.0833333333333335,0.07142857142857142,0.49522222222222223,0.6125882352941175,83.22222222222223,184.16666666666666,357.8333333333333,348.6666666666667,19.833333333333332,0.07305555555555557
Alvan Adams,95.0,206.0,30.0,12.0,16.400000000000002,0.5404285714285714,20.257142857142856,1.4428571428571428,2.271428571428572,12.799999999999999,4.671428571428572,0.13883333333333334,0.49571428571428566,0.819,176.71428571428572,247.0,915.8571428571429,447.57142857142856,94.71428571428571,0.11
Alvin Robertson,83.0,190.0,27.25,11.0,16.175,0.5260833333333333,22.175,0.7500000000000001,4.0666666666666655,8.991666666666669,4.624999999999999,0.2904166666666666,0.49633333333333335,0.7221666666666667,187.41666666666666,238.0,958.3333333333334,361.25,188.91666666666666,0.09641666666666665
Alvin Scott,83.0,201.0,27.5,7.0,9.774999999999999,0.5225,10.575,1.625,1.5750000000000002,8.925,2.175,0.175,0.46449999999999997,0.74,66.0,128.0,314.5,194.75,41.25,0.08025
Alvin Williams,90.0,198.0,26.454545454545453,9.0,10.145454545454545,0.4274545454545455,21.790909090909086,0.4636363636363637,2.772727272727273,6.345454545454545,2.0818181818181816,0.27136363636363636,0.3543636363636363,0.7019999999999998,61.90909090909091,88.72727272727273,407.72727272727275,111.0,53.36363636363637,0.0007272727272727279
Amal McCaskill,106.0,211.0,27.5,7.0,7.725,0.38425,7.65,2.925,1.725,13.875,0.09999999999999999,0.0,0.34525,0.64575,13.0,33.0,51.0,53.25,6.0,-0.0034999999999999996
Amar'e Stoudemire,111.0,208.0,27.1875,13.0,20.91875,0.5846875,6.4312499999999995,2.8687500000000004,1.1875,14.512500000000001,6.00625,0.15523076923076926,0.5330625000000001,0.7609999999999999,126.9375,177.875,1042.125,435.0625,41.5625,0.15675
Amir Johnson,108.0,206.0,23.5,12.0,16.64166666666667,0.6254166666666666,8.208333333333334,4.358333333333334,1.3749999999999998,14.433333333333332,4.175000000000001,0.28099999999999997,0.6018333333333333,0.7039166666666666,69.33333333333333,190.58333333333334,463.25,351.1666666666667,38.666666666666664,0.15491666666666665
Anderson Varejao,123.0,208.0,28.666666666666668,12.0,14.786666666666667,0.5256666666666667,8.606666666666666,2.046666666666667,1.8333333333333335,17.313333333333336,3.173333333333333,0.015384615384615385,0.4914,0.6486666666666666,40.93333333333333,113.33333333333333,313.26666666666665,310.1333333333333,36.86666666666667,0.13399999999999998
Andrae Patterson,107.0,206.0,23.5,1.0,13.1,0.6275,8.1,0.95,3.05,9.3,0.39999999999999997,0.0,0.6085,0.778,11.5,33.0,60.0,33.5,10.0,0.119
Andray Blatche,106.0,211.0,23.0,8.0,15.38888888888889,0.49455555555555564,10.6,2.9888888888888894,1.9444444444444444,14.122222222222222,2.144444444444445,0.22944444444444445,0.467,0.7183333333333334,101.55555555555556,153.55555555555554,634.0,336.0,54.666666666666664,0.06222222222222223
Andre Barrett,78.0,178.0,23.0,3.0,10.662499999999998,0.461,28.0875,0.0625,1.2375,5.7250000000000005,0.0625,0.2107142857142857,0.446,0.7331428571428571,11.125,16.625,53.0,17.0,7.25,0.037125
Andre Brown,111.0,206.0,26.0,2.0,7.7,0.4443333333333334,3.033333333333333,0.7000000000000001,1.2333333333333334,17.5,0.10000000000000002,0.0,0.40599999999999997,0.6829999999999999,16.0,24.333333333333332,65.66666666666667,59.333333333333336,4.666666666666667,-0.018666666666666665
Andre Drummond,126.0,211.0,21.0,5.0,21.54,0.5396,4.1,4.24,2.18,23.46,7.24,0.2238,0.5606,0.3838,118.8,236.8,1024.0,989.2,95.2,0.15339999999999998
Andre Emmett,104.0,196.0,25.5,7.0,7.1000000000000005,0.5225,1.8,0.85,1.2,6.0,0.05,0.0,0.5,0.6125,1.5,3.0,10.0,4.0,1.0,0.025500000000000005
Andre Iguodala,97.0,198.0,27.0,13.0,15.707692307692309,0.5597692307692308,19.669230769230772,1.0615384615384615,2.3153846153846156,8.615384615384615,6.8538461538461535,0.33884615384615385,0.5293076923076924,0.6882307692307693,153.15384615384616,139.69230769230768,975.6153846153846,394.84615384615387,119.07692307692308,0.12753846153846154
Andre Miller,102.0,206.0,32.6,16.0,16.02,0.54008,33.42400000000001,0.39199999999999996,1.88,6.960000000000001,4.479999999999999,0.24284,0.49332,0.7887599999999999,141.8,131.6,725.4,219.24,69.52,0.11120000000000001
Andre Owens,90.0,193.0,26.0,2.0,7.6,0.4625,12.200000000000001,0.3,1.4500000000000002,6.3,0.1,0.319,0.371,0.7010000000000001,18.5,31.0,96.0,34.0,9.0,0.002999999999999999
Andre Roberson,83.0,196.0,23.5,4.0,9.475,0.52675,5.3,2.125,2.025,10.525000000000002,2.625,0.23925000000000002,0.5982500000000001,0.55325,37.75,138.0,290.5,250.5,54.75,0.092
Andre Spencer,95.0,198.0,28.5,1.0,10.25,0.431,7.133333333333333,1.0666666666666667,2.8166666666666664,9.783333333333333,0.4666666666666666,0.0,0.381,0.7388,15.666666666666666,35.666666666666664,115.33333333333333,51.333333333333336,12.0,0.031333333333333345
Andre Turner,72.0,180.0,24.625,5.0,5.425,0.399875,21.2875,0.0875,3.1625,6.3375,0.18749999999999994,0.08142857142857143,0.39375000000000004,0.8484,28.0,26.375,99.125,33.875,18.125,-0.124125
Andrea Bargnani,111.0,213.0,25.5,9.0,14.190000000000001,0.5242,7.35,2.24,0.66,9.31,1.8800000000000001,0.32809999999999995,0.466,0.8268000000000001,85.1,133.8,787.3,254.1,20.7,0.053300000000000014
Andrei Kirilenko,99.0,206.0,26.23076923076923,13.0,17.192307692307693,0.5441538461538461,13.76923076923077,4.43076923076923,2.346153846153846,10.953846153846152,5.799999999999999,0.29475,0.475923076923077,0.7425384615384616,116.76923076923077,123.46153846153847,725.4615384615385,334.7692307692308,84.38461538461539,0.13161538461538463
Andres Guibert,102.0,208.0,25.5,1.0,7.2,0.36850000000000005,10.15,1.15,1.25,22.45,-0.15000000000000002,0.0,0.336,0.5920000000000001,9.0,17.5,30.0,30.5,4.0,-0.1315
Andres Nocioni,102.0,201.0,28.6,7.0,11.559999999999999,0.5232,7.880000000000001,1.3800000000000003,0.93,11.07,2.46,0.3523,0.4429,0.769,83.7,165.5,628.2,265.6,25.4,0.05940000000000001
Andrew Bogut,117.0,213.0,27.285714285714285,12.0,11.614285714285714,0.5323846153846153,11.52857142857143,4.05,1.107142857142857,16.78571428571429,3.607142857142857,0.22000000000000003,0.5283076923076924,0.49523076923076914,87.14285714285714,157.85714285714286,486.57142857142856,442.64285714285717,32.0,0.10578571428571427
Andrew Bynum,129.0,213.0,22.5,8.0,17.950000000000003,0.5423,8.1,4.5,0.5599999999999998,17.830000000000002,3.7800000000000002,0.06666666666666667,0.511,0.6688000000000001,67.8,105.9,504.7,336.6,13.9,0.12509999999999996
Andrew DeClercq,104.0,208.0,26.25,9.0,11.883333333333333,0.527,5.1,2.05,2.1166666666666667,14.041666666666666,1.875,0.0,0.4974166666666666,0.6086666666666667,50.333333333333336,162.5,265.5,228.58333333333334,36.666666666666664,0.09658333333333334
Andrew Gaze,92.0,201.0,30.5,5.0,9.5,0.5175,14.05,1.05,1.65,5.3,0.05,0.4065,0.38849999999999996,1.0,3.5,8.0,21.5,6.0,2.0,0.0495
Andrew Goudelock,90.0,190.0,24.666666666666668,4.0,4.8,0.3313333333333333,7.1000000000000005,1.0999999999999999,2.1333333333333333,5.166666666666666,0.03333333333333333,0.242,0.377,0.8335,9.333333333333334,12.0,65.66666666666667,11.333333333333334,3.3333333333333335,-0.09533333333333334
Andrew Harrison,96.0,198.0,22.0,1.0,8.7,0.47700000000000004,20.0,1.3,1.9,5.3,1.6,0.276,0.363,0.763,85.0,194.0,425.0,136.0,54.0,0.051
Andrew Lang,111.0,211.0,27.714285714285715,11.0,11.185714285714283,0.5034285714285714,3.692857142857142,4.335714285714285,1.107142857142857,13.285714285714288,2.207142857142857,0.2018888888888889,0.46235714285714286,0.7185714285714286,58.642857142857146,162.71428571428572,375.92857142857144,283.2857142857143,26.714285714285715,0.07892857142857143
Andrew Nicholson,113.0,206.0,25.571428571428573,4.0,9.614285714285714,0.4825714285714286,4.857142857142857,1.6285714285714286,1.3857142857142857,11.12857142857143,0.5285714285714286,0.2578333333333333,0.4807142857142857,0.7477142857142857,32.714285714285715,73.28571428571429,257.14285714285717,131.14285714285714,12.857142857142858,0.017857142857142856
Andrew Toney,80.0,190.0,27.0,7.0,14.028571428571428,0.5262857142857144,24.457142857142856,0.4428571428571429,1.2571428571428573,4.385714285714286,3.5285714285714285,0.29442857142857143,0.4741428571428572,0.744,167.85714285714286,158.14285714285714,927.1428571428571,123.71428571428571,44.285714285714285,0.06528571428571428
Andrew Wiggins,90.0,203.0,20.0,3.0,15.633333333333333,0.5313333333333333,10.166666666666666,1.1333333333333335,1.4333333333333333,6.5,3.466666666666667,0.322,0.4706666666666666,0.7603333333333332,182.0,179.33333333333334,1665.0,331.3333333333333,82.0,0.05633333333333334
Andris Biedrins,108.0,211.0,22.5,9.0,12.69,0.5514,5.22,3.7300000000000004,1.35,17.78,3.0799999999999996,0.0,0.6235999999999999,0.3542,47.9,162.6,324.7,363.1,33.1,0.10940000000000001
Andy Toolson,95.0,198.0,27.5,5.0,6.4,0.479,6.1000000000000005,0.15,0.75,7.65,0.3,0.3125,0.4565,0.754,13.0,35.0,79.5,36.5,7.0,0.027
Anfernee Hardaway,88.0,201.0,29.0,14.0,14.625000000000002,0.4979375,21.1625,0.8062499999999999,2.3312500000000003,7.63125,4.0,0.306625,0.44962499999999994,0.7913125000000001,118.3125,106.75,711.4375,214.5625,74.6875,0.08912500000000001
Ansu Sesay,102.0,206.0,26.5,3.0,12.35,0.48074999999999996,9.325,1.5750000000000002,1.3250000000000002,10.825,0.35,0.268,0.4505,0.6272500000000001,14.5,40.5,100.25,55.75,9.5,0.07275000000000001
Antawn Jamison,101.0,203.0,29.88888888888889,15.0,17.27777777777778,0.5176111111111112,7.944444444444445,0.8555555555555556,1.4611111111111112,12.405555555555555,5.205555555555557,0.33255555555555555,0.4785555555555555,0.7002222222222222,100.27777777777777,153.27777777777777,1182.0555555555557,484.0,62.166666666666664,0.10527777777777778
Anthony Avent,106.0,206.0,25.625,7.0,7.6625,0.41350000000000003,5.875,1.8,1.4874999999999998,13.9,0.10000000000000003,0.0,0.3725,0.6727500000000001,62.625,121.375,293.375,240.25,24.875,-0.017374999999999998
Anthony Bennett,111.0,203.0,21.5,3.0,10.85,0.46549999999999997,4.949999999999999,0.825,1.775,14.549999999999999,0.12499999999999997,0.25849999999999995,0.4435,0.72525,24.75,51.5,164.5,118.0,14.5,0.03325000000000001
Anthony Bonner,97.0,203.0,24.5,5.0,11.450000000000001,0.4788333333333334,9.783333333333333,0.65,2.5833333333333335,15.200000000000001,1.7666666666666664,0.15,0.45366666666666666,0.5601666666666666,75.0,130.66666666666666,366.5,287.6666666666667,57.666666666666664,0.06749999999999999
Anthony Bowie,86.0,198.0,29.375,9.0,11.475,0.5237499999999999,13.55,0.7499999999999999,1.7375,6.875,1.525,0.33475000000000005,0.4915,0.8122499999999999,59.75,88.875,368.125,127.625,36.0,0.07537500000000001
Anthony Brown,111.0,206.0,23.75,1.0,9.125,0.443,10.325,0.45,1.1,12.675,-0.075,0.28200000000000003,0.447,0.85,6.75,16.0,50.25,34.0,6.0,0.011749999999999998
Anthony Carter,86.0,185.0,30.666666666666668,12.0,8.993333333333332,0.4393333333333333,28.706666666666667,0.8733333333333332,2.4133333333333336,6.226666666666666,0.7133333333333334,0.18593333333333328,0.43019999999999997,0.7778461538461539,66.46666666666667,76.8,207.93333333333334,90.2,41.86666666666667,0.007466666666666665
Anthony Cook,92.0,206.0,25.5,5.0,8.166666666666666,0.4083333333333334,2.733333333333333,13.033333333333333,0.8333333333333334,12.133333333333333,0.20000000000000004,0.0,0.41866666666666674,0.4534000000000001,13.0,27.0,80.0,80.66666666666667,7.666666666666667,-0.111
Anthony Davis,97.0,206.0,21.0,5.0,26.3,0.5740000000000001,9.360000000000001,5.56,1.9600000000000002,16.580000000000002,9.74,0.1856,0.5236000000000001,0.7814,119.0,163.0,1499.4,680.8,87.2,0.2002
Anthony Frederick,92.0,201.0,25.666666666666668,3.0,12.033333333333333,0.49066666666666664,11.9,1.5333333333333332,2.2333333333333334,9.433333333333334,0.2333333333333333,0.3175,0.4506666666666666,0.7026666666666667,44.0,66.66666666666667,239.33333333333334,93.33333333333333,25.333333333333332,0.017333333333333333
Anthony Goldwire,82.0,185.0,29.75,10.0,9.075,0.4665,18.562499999999996,0.03125,1.85625,4.5687500000000005,0.5937500000000001,0.3503125,0.3726249999999999,0.7569285714285714,22.75,33.4375,141.75,32.1875,13.9375,0.020937500000000005
Anthony Johnson,97.0,196.0,29.0,12.0,10.395238095238094,0.47400000000000003,22.809523809523807,0.43333333333333324,2.052380952380952,4.966666666666667,1.261904761904762,0.3206190476190477,0.4204761904761904,0.7457619047619046,52.0,78.23809523809524,259.9047619047619,80.52380952380952,32.95238095238095,0.05319047619047619
Anthony Jones,88.0,198.0,25.285714285714285,3.0,10.585714285714287,0.44414285714285706,10.671428571428573,1.0571428571428572,2.6714285714285713,6.942857142857143,0.2285714285714286,0.22042857142857145,0.40114285714285713,0.8088571428571429,21.428571428571427,39.285714285714285,141.85714285714286,49.42857142857143,19.714285714285715,0.037571428571428575
Anthony Mason,113.0,201.0,29.307692307692307,13.0,13.815384615384618,0.5555384615384615,13.238461538461538,0.5538461538461538,1.1692307692307693,13.846153846153843,6.8076923076923075,0.19042857142857142,0.4968461538461538,0.6993076923076923,119.15384615384616,181.0,742.7692307692307,559.9230769230769,49.84615384615385,0.128
Anthony Miller,102.0,206.0,27.454545454545453,10.0,7.018181818181817,0.47911111111111115,4.336363636363637,0.4727272727272727,1.4272727272727272,13.254545454545456,0.3363636363636363,0.13333333333333333,0.46955555555555556,0.5803999999999999,8.272727272727273,22.272727272727273,46.54545454545455,44.54545454545455,5.2727272727272725,0.017363636363636362
Anthony Morrow,95.0,196.0,27.615384615384617,8.0,12.592307692307692,0.5545384615384614,6.407692307692307,0.3384615384615384,1.376923076923077,4.430769230769231,1.9153846153846152,0.38361538461538464,0.4696923076923077,0.896,30.307692307692307,75.6923076923077,443.2307692307692,98.15384615384616,27.23076923076923,0.09169230769230771
Anthony Parker,97.0,198.0,30.0,14.0,14.100000000000001,0.5852222222222223,11.455555555555556,0.5777777777777777,1.6666666666666665,6.122222222222223,2.7222222222222223,0.35200000000000004,0.5318888888888889,0.7568750000000001,55.0,88.0,497.55555555555554,174.88888888888889,48.77777777777778,0.09933333333333333
